2025-03-30 18:41:42,778 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-03-30 18:41:42,806 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-03-30 18:41:42,809 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-03-30 18:41:42,809 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-03-30 18:41:42,811 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-03-30 18:41:42,812 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-03-30 18:41:42,813 INFO  SwAddin.cs: 201 - Setting up command manager
2025-03-30 18:41:42,815 INFO  SwAddin.cs: 204 - Adding command manager
2025-03-30 18:41:42,818 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-03-30 18:41:42,819 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-03-30 18:41:42,820 INFO  SwAddin.cs: 210 - Adding event handlers
2025-03-30 18:41:42,822 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-03-30 19:09:04,399 INFO  SwAddin.cs: 294 - Assembly export called for file giang
2025-03-30 19:09:04,402 INFO  SwAddin.cs: 299 - Save is required
2025-03-30 19:09:04,402 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-30 19:09:04,993 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-30 19:09:05,013 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from giang
2025-03-30 19:09:05,019 INFO  ExportHelperExtension.cs: 1136 - Found 62 in giang
2025-03-30 19:09:05,020 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in giang
2025-03-30 19:09:05,020 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-30 19:09:05,021 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2025-03-30 19:09:05,026 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gg-1
2025-03-30 19:09:05,167 INFO  ExportHelperExtension.cs: 1136 - Found 25 in gg-1
2025-03-30 19:09:05,168 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gg-1
2025-03-30 19:09:05,169 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from da´y-1
2025-03-30 19:09:05,170 INFO  ExportHelperExtension.cs: 1136 - Found 29 in da´y-1
2025-03-30 19:09:05,170 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in da´y-1
2025-03-30 19:09:05,171 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hô?p-1
2025-03-30 19:09:05,171 INFO  ExportHelperExtension.cs: 1136 - Found 31 in hô?p-1
2025-03-30 19:09:05,172 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hô?p-1
2025-03-30 19:09:05,172 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dcbx-1
2025-03-30 19:09:05,172 INFO  ExportHelperExtension.cs: 1136 - Found 30 in dcbx-1
2025-03-30 19:09:05,173 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dcbx-1
2025-03-30 19:09:05,173 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dcbx-2
2025-03-30 19:09:05,174 INFO  ExportHelperExtension.cs: 1136 - Found 30 in dcbx-2
2025-03-30 19:09:05,174 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dcbx-2
2025-03-30 19:09:05,175 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from dcbx-3
2025-03-30 19:09:05,175 INFO  ExportHelperExtension.cs: 1136 - Found 30 in dcbx-3
2025-03-30 19:09:05,176 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in dcbx-3
2025-03-30 19:09:05,176 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from banhxe-1
2025-03-30 19:09:05,177 INFO  ExportHelperExtension.cs: 1136 - Found 59 in banhxe-1
2025-03-30 19:09:05,177 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in banhxe-1
2025-03-30 19:09:05,178 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from banhxe-2
2025-03-30 19:09:05,178 INFO  ExportHelperExtension.cs: 1136 - Found 59 in banhxe-2
2025-03-30 19:09:05,179 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in banhxe-2
2025-03-30 19:09:05,180 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from banhxe-3
2025-03-30 19:09:05,180 INFO  ExportHelperExtension.cs: 1136 - Found 59 in banhxe-3
2025-03-30 19:09:05,181 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in banhxe-3
2025-03-30 19:09:05,181 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 11-1
2025-03-30 19:09:05,182 INFO  ExportHelperExtension.cs: 1136 - Found 27 in 11-1
2025-03-30 19:09:05,182 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 11-1
2025-03-30 19:09:05,183 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from l6-4
2025-03-30 19:09:05,183 INFO  ExportHelperExtension.cs: 1136 - Found 29 in l6-4
2025-03-30 19:09:05,184 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in l6-4
2025-03-30 19:09:05,184 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from rplidar_main-4
2025-03-30 19:09:05,185 INFO  ExportHelperExtension.cs: 1136 - Found 50 in rplidar_main-4
2025-03-30 19:09:05,186 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in rplidar_main-4
2025-03-30 19:09:05,186 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gripper-1
2025-03-30 19:09:05,187 INFO  ExportHelperExtension.cs: 1136 - Found 71 in Gripper-1
2025-03-30 19:09:05,188 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gripper-1
2025-03-30 19:09:05,188 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from giang
2025-03-30 19:09:05,188 INFO  ExportHelperExtension.cs: 1136 - Found 62 in giang
2025-03-30 19:09:05,189 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in giang
2025-03-30 19:09:05,189 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-30 19:09:05,190 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2025-03-30 19:09:05,190 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gg-1
2025-03-30 19:09:05,191 INFO  ExportHelperExtension.cs: 1136 - Found 25 in gg-1
2025-03-30 19:09:05,191 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gg-1
2025-03-30 19:09:05,192 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from da´y-1
2025-03-30 19:09:05,192 INFO  ExportHelperExtension.cs: 1136 - Found 29 in da´y-1
2025-03-30 19:09:05,193 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in da´y-1
2025-03-30 19:09:05,193 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hô?p-1
2025-03-30 19:09:05,193 INFO  ExportHelperExtension.cs: 1136 - Found 31 in hô?p-1
2025-03-30 19:09:05,194 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hô?p-1
2025-03-30 19:09:05,194 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from dcbx-1
